TimeNow	X-Axis	Y-Axis	Z-Axis
18:44:42	3136	2320	112
18:44:43	3104	2336	80
18:44:44	3104	2288	112
18:44:45	3136	2288	112
18:44:46	3120	2320	112
18:44:47	3120	2304	112
18:44:48	3152	2304	96
18:44:49	2400	1712	1024
18:44:50	3824	2000	896
18:44:51	2944	2368	256
18:44:52	3136	2352	80
18:44:53	3120	2320	128
